# timestamp[secs] tx ty tz qx qy qz qw
0.02500861663479924 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.07502561663479924 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.12504261663479924 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.17506061663479922 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.22507761663479922 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.2750946166347992 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.3251116166347992 -0.0015579245518893003 -0.010593997314572334 0.0012532677501440048 0.001911616651341319 -0.004487374797463417 0.002657039789482951 0.999984622001648
0.37512861663479924 -0.0015579245518893003 -0.010593997314572334 0.0012532677501440048 0.001911616651341319 -0.004487374797463417 0.002657039789482951 0.999984622001648
0.42514661663479925 -0.0015579245518893003 -0.010593997314572334 0.0012532677501440048 0.001911616651341319 -0.004487374797463417 0.002657039789482951 0.999984622001648
0.4751636166347992 -0.0015579245518893003 -0.010593997314572334 0.0012532677501440048 0.001911616651341319 -0.004487374797463417 0.002657039789482951 0.999984622001648
0.5251806166347992 0.013579200021922588 -0.02350127510726452 -0.000718675262760371 0.0030097896233201027 0.0003985653747804463 0.011024818755686283 0.9999346137046814
0.5751976166347992 0.013579200021922588 -0.02350127510726452 -0.000718675262760371 0.0030097896233201027 0.0003985653747804463 0.011024818755686283 0.9999346137046814
0.6252156166347992 0.02315174974501133 -0.02571007050573826 -0.0017472709296271205 0.00611984683200717 0.012278232723474503 0.01242240983992815 0.9998287558555603
0.6752326166347992 0.02315174974501133 -0.02571007050573826 -0.0017472709296271205 0.00611984683200717 0.012278232723474503 0.01242240983992815 0.9998287558555603
0.7252496166347991 0.03111375868320465 -0.025352098047733307 -0.002250628313049674 0.00759460823610425 0.026242101565003395 0.010271072387695312 0.9995740652084351
0.7752666166347991 0.03111375868320465 -0.025352098047733307 -0.002250628313049674 0.00759460823610425 0.026242101565003395 0.010271072387695312 0.9995740652084351
0.8252846166347991 0.03111375868320465 -0.025352098047733307 -0.002250628313049674 0.00759460823610425 0.026242101565003395 0.010271072387695312 0.9995740652084351
0.8753016166347992 0.038408584892749786 -0.016726233065128326 -0.001243799109943211 0.003771374002099037 0.0415884405374527 0.002819324843585491 0.999123752117157
0.9253186166347992 0.038408584892749786 -0.016726233065128326 -0.001243799109943211 0.003771374002099037 0.0415884405374527 0.002819324843585491 0.999123752117157
0.9753356166347992 0.03787437826395035 -0.004621738567948341 0.004180205520242453 -0.0033057373948395252 0.043522730469703674 -0.0015303207328543067 0.9990458488464355
1.0253526166347993 0.03787437826395035 -0.004621738567948341 0.004180205520242453 -0.0033057373948395252 0.043522730469703674 -0.0015303207328543067 0.9990458488464355
1.0753706166347992 0.03189713507890701 0.006986037828028202 0.007616210263222456 -0.012179547920823097 0.04039687663316727 -0.010193702764809132 0.9990574717521667
1.1253876166347991 0.02861219085752964 0.010109328664839268 0.008686087094247341 -0.017861800268292427 0.03729080408811569 -0.012952913530170918 0.999060869216919
1.1754046166347991 0.024788105860352516 0.013676176778972149 0.008493265137076378 -0.02092852257192135 0.03351452574133873 -0.016912098973989487 0.9990759491920471
1.225421616634799 0.017992429435253143 0.01955479383468628 0.010082387365400791 -0.021628469228744507 0.03142734616994858 -0.02013946883380413 0.999069094657898
1.2754396166347992 0.012451935559511185 0.022927837446331978 0.00842341035604477 -0.02047499269247055 0.027017218992114067 -0.022028082981705666 0.9991825222969055
1.3254566166347992 0.009906281717121601 0.019909948110580444 0.005297366064041853 -0.016155900433659554 0.02282528579235077 -0.025361446663737297 0.9992871880531311
1.3754736166347992 0.0020165664609521627 0.020223969593644142 0.004834210965782404 -0.017286965623497963 0.018047021701931953 -0.028176430612802505 0.9992905259132385
1.4254906166347991 -0.005227125249803066 0.0197726022452116 0.006024947855621576 -0.01790151186287403 0.01210557296872139 -0.030394362285733223 0.9993043541908264
1.4755086166347993 -0.010631941258907318 0.01730462536215782 0.006112593226134777 -0.018352515995502472 0.004793497268110514 -0.030045386403799057 0.9993685483932495
1.5255256166347992 -0.01759456656873226 0.012866169214248657 0.006819159723818302 -0.019109096378087997 -0.0014823470264673233 -0.030736537650227547 0.9993438124656677
1.5755426166347992 -0.02222328819334507 0.007471847347915173 0.005996322259306908 -0.01807660050690174 -0.008880790323019028 -0.02844167873263359 0.999392569065094
1.6255596166347992 -0.022539254277944565 0.0026609450578689575 0.0054438295774161816 -0.01685667783021927 -0.014031341299414635 -0.026790330186486244 0.9994004964828491
1.675577616634799 -0.025800319388508797 -0.0041879513300955296 0.004338921047747135 -0.01340370811522007 -0.019875522702932358 -0.02431308664381504 0.9994169473648071
1.725594616634799 -0.027994485571980476 -0.012025062926113605 0.002516726963222027 -0.009446468204259872 -0.02467501163482666 -0.021123919636011124 0.9994277358055115
1.7756116166347993 -0.028893791139125824 -0.018585041165351868 0.002648561494424939 -0.004597033374011517 -0.027800289914011955 -0.0176332276314497 0.9994474053382874
1.8256286166347993 -0.02967861294746399 -0.025364190340042114 0.0024513485841453075 0.00012138539022998884 -0.02782067097723484 -0.013797907158732414 0.9995176792144775
1.8756456166347992 -0.028571227565407753 -0.03311441093683243 0.0013131930027157068 0.002709135878831148 -0.028919367119669914 -0.010530747473239899 0.9995226263999939
1.9256636166347991 -0.02706848457455635 -0.04027653858065605 0.0007849816465750337 0.004229994956403971 -0.02809838205575943 -0.007075770292431116 0.9995712041854858
1.975680616634799 -0.022902101278305054 -0.045500826090574265 0.001617134315893054 0.005679141730070114 -0.026574047282338142 -0.0032548015005886555 0.9996255040168762
2.0256976166347993 -0.017558468505740166 -0.04963584244251251 0.0008913243073038757 0.007658701390028 -0.024083973839879036 -0.0005571551737375557 0.9996805191040039
2.0757146166347993 -0.012578812427818775 -0.05330843850970268 0.0013514580205082893 0.008514282293617725 -0.01886746659874916 0.0010250991908833385 0.9997851848602295
2.125732616634799 -0.005819515325129032 -0.05454529449343681 0.0022411474492400885 0.009042293764650822 -0.012932665646076202 0.002102169906720519 0.9998732805252075
2.1757496166347994 0.0013930362183600664 -0.056777067482471466 0.0032998479437083006 0.0066772084683179855 -0.008059169165790081 0.001490515423938632 0.9999441504478455
2.2257666166347994 0.005909735802561045 -0.0555284209549427 0.0042460341937839985 0.006005164235830307 -0.0027903378941118717 -0.0006580893532373011 0.9999779462814331
2.2757836166347993 0.01216506864875555 -0.052738070487976074 0.005066207610070705 0.004346049390733242 0.0006847413023933768 -0.0024077610578387976 0.9999874234199524
2.325801616634799 0.01726628467440605 -0.04953287914395332 0.0050101689994335175 0.001787379034794867 0.0048947143368422985 -0.0051816608756780624 0.9999730587005615
2.375818616634799 0.019948851317167282 -0.04438714683055878 0.005576533265411854 -0.0010668954346328974 0.009615571238100529 -0.00926857627928257 0.999910295009613
2.425835616634799 0.02302413620054722 -0.03897847607731819 0.006047139875590801 -0.00349817075766623 0.012481862679123878 -0.012941096909344196 0.999832272529602
2.4758526166347994 0.02526291273534298 -0.033349327743053436 0.005395533517003059 -0.00620608776807785 0.015469277277588844 -0.016619909554719925 0.999722957611084
2.5258696166347994 0.027399221435189247 -0.026293978095054626 0.0062048533000051975 -0.008531089872121811 0.01702261157333851 -0.019856730476021767 0.9996215105056763
2.575887616634799 0.029232991859316826 -0.019800780341029167 0.007280146703124046 -0.011498792096972466 0.017608245834708214 -0.02163984812796116 0.9995446801185608
2.625904616634799 0.02906247042119503 -0.01323348842561245 0.007467621471732855 -0.014693457633256912 0.018226470798254013 -0.02297544665634632 0.9994618892669678
2.675921616634799 0.026943860575556755 -0.005653852596879005 0.009212750010192394 -0.01756306178867817 0.01954847387969494 -0.02628452517092228 0.9993090629577637
2.725938616634799 0.02612897753715515 0.0017393473535776138 0.010349083691835403 -0.019903765991330147 0.017512258142232895 -0.028464218601584435 0.9992431998252869
2.775956616634799 0.0225466750562191 0.008318677544593811 0.011198130436241627 -0.022835321724414825 0.016338597983121872 -0.03152957931160927 0.9991083741188049
2.825973616634799 0.0181561391800642 0.014620832167565823 0.01206948421895504 -0.02497166395187378 0.012385698035359383 -0.03453966975212097 0.9990145564079285
2.875990616634799 0.012921573594212532 0.01854901760816574 0.012591719627380371 -0.028022827580571175 0.007502900902181864 -0.037459321320056915 0.9988769888877869
2.926007616634799 0.0066169435158371925 0.021965065971016884 0.012886635027825832 -0.02938043884932995 0.001315597677603364 -0.03977666050195694 0.9987757205963135
2.976025616634799 0.0010792200919240713 0.023470645770430565 0.012454367242753506 -0.030558519065380096 -0.006495579145848751 -0.04190107062458992 0.9986332654953003
3.026042616634799 -0.0066475472413003445 0.022684942930936813 0.01189024094492197 -0.031782809644937515 -0.013230550102889538 -0.04424658417701721 0.9984273314476013
3.076059616634799 -0.014207636937499046 0.019990496337413788 0.011357585899531841 -0.03146420046687126 -0.019258800894021988 -0.04540541023015976 0.9982873201370239
3.126076616634799 -0.02114877849817276 0.01541909109801054 0.011112120002508163 -0.03093259409070015 -0.0254793930798769 -0.04588070884346962 0.9981427192687988
3.176094616634799 -0.026927370578050613 0.010821403935551643 0.01051488146185875 -0.028229063376784325 -0.032662283629179 -0.04450051859021187 0.9980761408805847
3.226111616634799 -0.03171498700976372 0.0034437868744134903 0.010054351761937141 -0.02704017236828804 -0.038489315658807755 -0.04341444373130798 0.9979492425918579
3.276128616634799 -0.03589046373963356 -0.0031197560019791126 0.008068983443081379 -0.023639217019081116 -0.040638815611600876 -0.041721902787685394 0.9980225563049316
3.326145616634799 -0.03819265589118004 -0.010717757046222687 0.00775012606754899 -0.020691879093647003 -0.04292038455605507 -0.03867042064666748 0.9981153607368469
3.376162616634799 -0.04106061905622482 -0.01871907152235508 0.007591665722429752 -0.018026113510131836 -0.04355351999402046 -0.036067597568035126 0.998237133026123
3.4261806166347992 -0.0410541296005249 -0.026510966941714287 0.0070730033330619335 -0.013848476111888885 -0.045456741005182266 -0.03130645304918289 0.998379647731781
3.476197616634799 -0.039738405495882034 -0.03376568481326103 0.006612515076994896 -0.009396462701261044 -0.04610574245452881 -0.027248740196228027 0.9985206723213196
3.526214616634799 -0.03752409666776657 -0.04022560641169548 0.005917770322412252 -0.004424354061484337 -0.04697884991765022 -0.024379389360547066 0.9985885620117188
3.576231616634799 -0.03431105613708496 -0.04663987457752228 0.005627981387078762 -0.0005975710810162127 -0.04614876210689545 -0.022064436227083206 0.998690664768219
3.6262496166347993 -0.030165497213602066 -0.0509815439581871 0.004212779458612204 0.004112915135920048 -0.04428862780332565 -0.020063793286681175 0.9988088607788086
3.6762666166347993 -0.024441860616207123 -0.05558323115110397 0.002873147837817669 0.006408182438462973 -0.04084503650665283 -0.01841251365840435 0.9989752769470215
3.7262836166347992 -0.018275776877999306 -0.05800805613398552 0.002704174956306815 0.008745714090764523 -0.036344513297080994 -0.017638379707932472 0.9991454482078552
3.776300616634799 -0.011261616833508015 -0.05861574038863182 0.0021602667402476072 0.01000115368515253 -0.030025385320186615 -0.017378350719809532 0.9993480443954468
3.8263186166347993 -0.0027752439491450787 -0.05953870713710785 0.0026194953825324774 0.008709462359547615 -0.022671295329928398 -0.017442012205719948 0.9995529055595398
