# timestamp[secs] tx ty tz qx qy qz qw
0.047539699233716474 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.08051569923371647 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.11343569923371646 -0.0 -0.0 -0.0 -0.0 -0.0 -0.0 1.0
0.14628869923371646 0.04804864898324013 0.018459642305970192 0.01642395742237568 -0.0008643685141578317 -0.004571216180920601 -7.24033743608743e-05 0.9999892115592957
0.17908969923371648 0.04804864898324013 0.018459642305970192 0.01642395742237568 -0.0008643685141578317 -0.004571216180920601 -7.24033743608743e-05 0.9999892115592957
0.21185069923371647 0.04804864898324013 0.018459642305970192 0.01642395742237568 -0.0008643685141578317 -0.004571216180920601 -7.24033743608743e-05 0.9999892115592957
0.24457769923371647 0.04804864898324013 0.018459642305970192 0.01642395742237568 -0.0008643685141578317 -0.004571216180920601 -7.24033743608743e-05 0.9999892115592957
0.27728269923371646 0.10325013846158981 0.02254301682114601 0.04891052842140198 0.0005847131833434105 -0.012390835210680962 -0.009815791621804237 0.9998748898506165
0.30995769923371647 0.10325013846158981 0.02254301682114601 0.04891052842140198 0.0005847131833434105 -0.012390835210680962 -0.009815791621804237 0.9998748898506165
0.34260069923371644 0.14075511693954468 0.01805274374783039 0.06907422840595245 0.0010816380381584167 -0.014098052866756916 -0.02527042105793953 0.9995806813240051
0.37519869923371646 0.14075511693954468 0.01805274374783039 0.06907422840595245 0.0010816380381584167 -0.014098052866756916 -0.02527042105793953 0.9995806813240051
0.40769969923371646 0.17880497872829437 0.006673003546893597 0.08646708726882935 0.003687266493216157 -0.015408950857818127 -0.038985420018434525 0.9991142153739929
0.4400646992337165 0.17880497872829437 0.006673003546893597 0.08646708726882935 0.003687266493216157 -0.015408950857818127 -0.038985420018434525 0.9991142153739929
0.47229069923371647 0.17880497872829437 0.006673003546893597 0.08646708726882935 0.003687266493216157 -0.015408950857818127 -0.038985420018434525 0.9991142153739929
